

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-28T01:01:35.433Z - Humidity: 71%, Temperature: 24C, Analog output: 754
2024-04-28T01:01:45.472Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T01:01:55.510Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-28T01:02:05.549Z - Humidity: 71%, Temperature: 24C, Analog output: 771
2024-04-28T01:02:15.588Z - Humidity: 70%, Temperature: 24C, Analog output: 759
2024-04-28T01:02:25.630Z - Humidity: 70%, Temperature: 23C, Analog output: 754
2024-04-28T01:02:35.669Z - Humidity: 71%, Temperature: 24C, Analog output: 759
2024-04-28T01:02:45.707Z - Humidity: 71%, Temperature: 24C, Analog output: 763
2024-04-28T01:02:55.746Z - Humidity: 70%, Temperature: 24C, Analog output: 769
2024-04-28T01:03:05.785Z - Humidity: 70%, Temperature: 23C, Analog output: 755
2024-04-28T01:03:15.823Z - Humidity: 71%, Temperature: 23C, Analog output: 776
2024-04-28T01:03:25.861Z - Humidity: 70%, Temperature: 23C, Analog output: 754
2024-04-28T01:03:35.901Z - Humidity: 70%, Temperature: 23C, Analog output: 757
2024-04-28T01:03:45.939Z - Humidity: 70%, Temperature: 24C, Analog output: 785
2024-04-28T01:03:55.982Z - Humidity: 69%, Temperature: 23C, Analog output: 763
2024-04-28T01:04:06.021Z - Humidity: 70%, Temperature: 23C, Analog output: 769
2024-04-28T01:04:16.059Z - Humidity: 70%, Temperature: 24C, Analog output: 758
2024-04-28T01:04:26.098Z - Humidity: 72%, Temperature: 23C, Analog output: 773
2024-04-28T01:04:36.136Z - Humidity: 72%, Temperature: 24C, Analog output: 769
2024-04-28T01:04:46.175Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:04:56.213Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:05:06.252Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:05:16.291Z - Humidity: 72%, Temperature: 24C, Analog output: 784
2024-04-28T01:05:26.329Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T01:05:36.367Z - Humidity: 72%, Temperature: 24C, Analog output: 781
2024-04-28T01:05:46.411Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T01:05:56.449Z - Humidity: 69%, Temperature: 23C, Analog output: 754
2024-04-28T01:06:06.487Z - Humidity: 69%, Temperature: 24C, Analog output: 777
2024-04-28T01:06:16.526Z - Humidity: 69%, Temperature: 24C, Analog output: 753
2024-04-28T01:06:26.565Z - Humidity: 69%, Temperature: 24C, Analog output: 782
2024-04-28T01:06:36.604Z - Humidity: 69%, Temperature: 23C, Analog output: 772
2024-04-28T01:06:46.642Z - Humidity: 71%, Temperature: 24C, Analog output: 783
2024-04-28T01:06:56.681Z - Humidity: 72%, Temperature: 24C, Analog output: 757
2024-04-28T01:07:06.719Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T01:07:16.758Z - Humidity: 71%, Temperature: 23C, Analog output: 763
2024-04-28T01:07:26.800Z - Humidity: 70%, Temperature: 23C, Analog output: 752
2024-04-28T01:07:36.839Z - Humidity: 71%, Temperature: 23C, Analog output: 759
2024-04-28T01:07:46.877Z - Humidity: 72%, Temperature: 23C, Analog output: 705
2024-04-28T01:07:56.916Z - Humidity: 71%, Temperature: 23C, Analog output: 756
2024-04-28T01:08:06.955Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T01:08:16.993Z - Humidity: 70%, Temperature: 23C, Analog output: 760
2024-04-28T01:08:27.032Z - Humidity: 73%, Temperature: 24C, Analog output: 778
2024-04-28T01:08:37.071Z - Humidity: 73%, Temperature: 23C, Analog output: 757
2024-04-28T01:08:47.109Z - Humidity: 75%, Temperature: 24C, Analog output: 768
2024-04-28T01:08:57.152Z - Humidity: 72%, Temperature: 23C, Analog output: 779
2024-04-28T01:09:07.191Z - Humidity: 73%, Temperature: 23C, Analog output: 756
2024-04-28T01:09:17.229Z - Humidity: 72%, Temperature: 23C, Analog output: 781
2024-04-28T01:09:27.267Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T01:09:37.306Z - Humidity: 71%, Temperature: 23C, Analog output: 760
2024-04-28T01:09:47.345Z - Humidity: 72%, Temperature: 24C, Analog output: 756
2024-04-28T01:09:57.383Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T01:10:07.422Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:10:17.461Z - Humidity: 70%, Temperature: 23C, Analog output: 752
2024-04-28T01:10:27.504Z - Humidity: 70%, Temperature: 23C, Analog output: 757
2024-04-28T01:10:37.543Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T01:10:47.581Z - Humidity: 70%, Temperature: 23C, Analog output: 768
2024-04-28T01:10:57.620Z - Humidity: 72%, Temperature: 23C, Analog output: 766
2024-04-28T01:11:07.658Z - Humidity: 70%, Temperature: 23C, Analog output: 753
2024-04-28T01:11:17.697Z - Humidity: 72%, Temperature: 24C, Analog output: 757
2024-04-28T01:11:27.736Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T01:11:37.775Z - Humidity: 72%, Temperature: 23C, Analog output: 758
2024-04-28T01:11:47.813Z - Humidity: 72%, Temperature: 23C, Analog output: 763
2024-04-28T01:11:57.852Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:12:07.894Z - Humidity: 69%, Temperature: 24C, Analog output: 754
2024-04-28T01:12:17.932Z - Humidity: 70%, Temperature: 23C, Analog output: 756
2024-04-28T01:12:27.971Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T01:12:38.010Z - Humidity: 72%, Temperature: 24C, Analog output: 756
2024-04-28T01:12:48.048Z - Humidity: 72%, Temperature: 23C, Analog output: 793
2024-04-28T01:12:58.087Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:13:08.125Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:13:18.164Z - Humidity: 70%, Temperature: 24C, Analog output: 765
2024-04-28T01:13:28.203Z - Humidity: 71%, Temperature: 24C, Analog output: 758
2024-04-28T01:13:38.241Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T01:13:48.284Z - Humidity: 71%, Temperature: 23C, Analog output: 762
2024-04-28T01:13:58.323Z - Humidity: 70%, Temperature: 23C, Analog output: 699
2024-04-28T01:14:08.361Z - Humidity: 70%, Temperature: 24C, Analog output: 786
2024-04-28T01:14:18.400Z - Humidity: 69%, Temperature: 23C, Analog output: 768
2024-04-28T01:14:28.439Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-28T01:14:38.477Z - Humidity: 70%, Temperature: 23C, Analog output: 757
2024-04-28T01:14:48.516Z - Humidity: 71%, Temperature: 23C, Analog output: 759
2024-04-28T01:14:58.555Z - Humidity: 71%, Temperature: 24C, Analog output: 755
2024-04-28T01:15:08.593Z - Humidity: 73%, Temperature: 24C, Analog output: 756
2024-04-28T01:15:18.635Z - Humidity: 72%, Temperature: 23C, Analog output: 765
2024-04-28T01:15:28.674Z - Humidity: 72%, Temperature: 24C, Analog output: 767
2024-04-28T01:15:38.712Z - Humidity: 72%, Temperature: 24C, Analog output: 767
2024-04-28T01:15:48.751Z - Humidity: 72%, Temperature: 23C, Analog output: 773
2024-04-28T01:15:58.789Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T01:16:08.828Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T01:16:18.868Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:16:28.906Z - Humidity: 71%, Temperature: 23C, Analog output: 756
2024-04-28T01:16:38.945Z - Humidity: 71%, Temperature: 22C, Analog output: 762
2024-04-28T01:16:48.988Z - Humidity: 71%, Temperature: 23C, Analog output: 758
2024-04-28T01:16:59.026Z - Humidity: 72%, Temperature: 24C, Analog output: 756
2024-04-28T01:17:09.065Z - Humidity: 71%, Temperature: 24C, Analog output: 759
2024-04-28T01:17:19.103Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T01:17:29.141Z - Humidity: 74%, Temperature: 24C, Analog output: 756
2024-04-28T01:17:39.180Z - Humidity: 72%, Temperature: 24C, Analog output: 753
2024-04-28T01:17:49.219Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T01:17:59.256Z - Humidity: 71%, Temperature: 22C, Analog output: 765
2024-04-28T01:18:09.296Z - Humidity: 75%, Temperature: 24C, Analog output: 776
2024-04-28T01:18:19.335Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:18:29.373Z - Humidity: 71%, Temperature: 23C, Analog output: 760
2024-04-28T01:18:39.416Z - Humidity: 74%, Temperature: 23C, Analog output: 757
2024-04-28T01:18:49.455Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:18:59.493Z - Humidity: 73%, Temperature: 23C, Analog output: 793
2024-04-28T01:19:09.531Z - Humidity: 73%, Temperature: 23C, Analog output: 760
2024-04-28T01:19:19.570Z - Humidity: 71%, Temperature: 23C, Analog output: 792
2024-04-28T01:19:29.609Z - Humidity: 73%, Temperature: 23C, Analog output: 755
2024-04-28T01:19:39.647Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T01:19:49.686Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T01:19:59.728Z - Humidity: 72%, Temperature: 23C, Analog output: 758
2024-04-28T01:20:09.767Z - Humidity: 73%, Temperature: 24C, Analog output: 759
2024-04-28T01:20:19.806Z - Humidity: 73%, Temperature: 23C, Analog output: 757
2024-04-28T01:20:29.844Z - Humidity: 72%, Temperature: 22C, Analog output: 756
2024-04-28T01:20:39.883Z - Humidity: 73%, Temperature: 23C, Analog output: 755
2024-04-28T01:20:49.922Z - Humidity: 74%, Temperature: 23C, Analog output: 753
2024-04-28T01:20:59.960Z - Humidity: 74%, Temperature: 23C, Analog output: 757
2024-04-28T01:21:09.999Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T01:21:20.038Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T01:21:30.077Z - Humidity: 72%, Temperature: 22C, Analog output: 759
2024-04-28T01:21:40.119Z - Humidity: 73%, Temperature: 22C, Analog output: 765
2024-04-28T01:21:50.158Z - Humidity: 72%, Temperature: 24C, Analog output: 760
2024-04-28T01:22:00.197Z - Humidity: 74%, Temperature: 22C, Analog output: 756
2024-04-28T01:22:10.235Z - Humidity: 72%, Temperature: 24C, Analog output: 769
2024-04-28T01:22:20.273Z - Humidity: 71%, Temperature: 22C, Analog output: 758
2024-04-28T01:22:30.312Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:22:40.350Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:22:50.388Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T01:23:00.428Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T01:23:10.466Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:23:20.509Z - Humidity: 73%, Temperature: 23C, Analog output: 781
2024-04-28T01:23:30.548Z - Humidity: 74%, Temperature: 24C, Analog output: 779
2024-04-28T01:23:40.587Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T01:23:50.625Z - Humidity: 73%, Temperature: 24C, Analog output: 754
2024-04-28T01:24:00.663Z - Humidity: 73%, Temperature: 23C, Analog output: 759
2024-04-28T01:24:10.702Z - Humidity: 75%, Temperature: 24C, Analog output: 757
2024-04-28T01:24:20.741Z - Humidity: 74%, Temperature: 24C, Analog output: 759
2024-04-28T01:24:30.779Z - Humidity: 74%, Temperature: 24C, Analog output: 755
2024-04-28T01:24:40.818Z - Humidity: 70%, Temperature: 24C, Analog output: 760
2024-04-28T01:24:50.857Z - Humidity: 70%, Temperature: 24C, Analog output: 767
2024-04-28T01:25:00.895Z - Humidity: 73%, Temperature: 24C, Analog output: 758
2024-04-28T01:25:10.938Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-28T01:25:20.976Z - Humidity: 71%, Temperature: 23C, Analog output: 769
2024-04-28T01:25:31.015Z - Humidity: 70%, Temperature: 24C, Analog output: 760
2024-04-28T01:25:41.054Z - Humidity: 70%, Temperature: 23C, Analog output: 799
2024-04-28T01:25:51.093Z - Humidity: 71%, Temperature: 22C, Analog output: 757
2024-04-28T01:26:01.131Z - Humidity: 71%, Temperature: 23C, Analog output: 758
2024-04-28T01:26:11.170Z - Humidity: 71%, Temperature: 24C, Analog output: 758
2024-04-28T01:26:21.208Z - Humidity: 71%, Temperature: 23C, Analog output: 751
2024-04-28T01:26:31.247Z - Humidity: 72%, Temperature: 23C, Analog output: 796
2024-04-28T01:26:41.290Z - Humidity: 72%, Temperature: 23C, Analog output: 765
2024-04-28T01:26:51.329Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-28T01:27:01.367Z - Humidity: 71%, Temperature: 23C, Analog output: 795
2024-04-28T01:27:11.406Z - Humidity: 71%, Temperature: 23C, Analog output: 767
2024-04-28T01:27:21.444Z - Humidity: 70%, Temperature: 24C, Analog output: 755
2024-04-28T01:27:31.483Z - Humidity: 70%, Temperature: 24C, Analog output: 757
2024-04-28T01:27:41.521Z - Humidity: 70%, Temperature: 23C, Analog output: 756
2024-04-28T01:27:51.560Z - Humidity: 70%, Temperature: 23C, Analog output: 755
2024-04-28T01:28:01.598Z - Humidity: 71%, Temperature: 24C, Analog output: 743
2024-04-28T01:28:11.641Z - Humidity: 72%, Temperature: 23C, Analog output: 763
2024-04-28T01:28:21.679Z - Humidity: 72%, Temperature: 23C, Analog output: 757
2024-04-28T01:28:31.718Z - Humidity: 73%, Temperature: 24C, Analog output: 761
2024-04-28T01:28:41.757Z - Humidity: 71%, Temperature: 22C, Analog output: 762
2024-04-28T01:28:51.795Z - Humidity: 72%, Temperature: 24C, Analog output: 796
2024-04-28T01:29:01.834Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T01:29:11.872Z - Humidity: 74%, Temperature: 24C, Analog output: 767
2024-04-28T01:29:21.912Z - Humidity: 73%, Temperature: 23C, Analog output: 757
2024-04-28T01:29:31.951Z - Humidity: 72%, Temperature: 24C, Analog output: 754
2024-04-28T01:29:41.989Z - Humidity: 75%, Temperature: 22C, Analog output: 755
2024-04-28T01:29:52.028Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:30:02.070Z - Humidity: 74%, Temperature: 23C, Analog output: 754
2024-04-28T01:30:12.109Z - Humidity: 72%, Temperature: 23C, Analog output: 774
2024-04-28T01:30:22.147Z - Humidity: 73%, Temperature: 24C, Analog output: 757
2024-04-28T01:30:32.186Z - Humidity: 73%, Temperature: 24C, Analog output: 784
2024-04-28T01:30:42.224Z - Humidity: 72%, Temperature: 23C, Analog output: 761
2024-04-28T01:30:52.263Z - Humidity: 73%, Temperature: 24C, Analog output: 756
2024-04-28T01:31:02.302Z - Humidity: 73%, Temperature: 24C, Analog output: 756
2024-04-28T01:31:12.340Z - Humidity: 71%, Temperature: 24C, Analog output: 758
2024-04-28T01:31:22.379Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:31:32.417Z - Humidity: 72%, Temperature: 23C, Analog output: 778
2024-04-28T01:31:42.456Z - Humidity: 71%, Temperature: 22C, Analog output: 683
2024-04-28T01:31:52.499Z - Humidity: 73%, Temperature: 23C, Analog output: 759
2024-04-28T01:32:02.537Z - Humidity: 71%, Temperature: 22C, Analog output: 759
2024-04-28T01:32:12.576Z - Humidity: 72%, Temperature: 24C, Analog output: 753
2024-04-28T01:32:22.614Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:32:32.653Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:32:42.692Z - Humidity: 70%, Temperature: 23C, Analog output: 758
2024-04-28T01:32:52.731Z - Humidity: 71%, Temperature: 23C, Analog output: 758
2024-04-28T01:33:02.769Z - Humidity: 72%, Temperature: 23C, Analog output: 769
2024-04-28T01:33:12.807Z - Humidity: 72%, Temperature: 24C, Analog output: 772
2024-04-28T01:33:22.846Z - Humidity: 72%, Temperature: 24C, Analog output: 757
2024-04-28T01:33:32.885Z - Humidity: 71%, Temperature: 24C, Analog output: 754
2024-04-28T01:33:42.928Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T01:33:52.966Z - Humidity: 73%, Temperature: 23C, Analog output: 756
2024-04-28T01:34:03.005Z - Humidity: 73%, Temperature: 23C, Analog output: 786
2024-04-28T01:34:13.043Z - Humidity: 73%, Temperature: 23C, Analog output: 756
2024-04-28T01:34:23.082Z - Humidity: 72%, Temperature: 24C, Analog output: 757
2024-04-28T01:34:33.120Z - Humidity: 72%, Temperature: 23C, Analog output: 761
2024-04-28T01:34:43.159Z - Humidity: 73%, Temperature: 24C, Analog output: 760
2024-04-28T01:34:53.198Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-28T01:35:03.235Z - Humidity: 70%, Temperature: 24C, Analog output: 759
2024-04-28T01:35:13.275Z - Humidity: 71%, Temperature: 24C, Analog output: 764
2024-04-28T01:35:23.319Z - Humidity: 71%, Temperature: 23C, Analog output: 684
2024-04-28T01:35:33.356Z - Humidity: 71%, Temperature: 23C, Analog output: 773
2024-04-28T01:35:43.395Z - Humidity: 72%, Temperature: 24C, Analog output: 765
2024-04-28T01:35:53.434Z - Humidity: 72%, Temperature: 23C, Analog output: 765
2024-04-28T01:36:03.472Z - Humidity: 72%, Temperature: 22C, Analog output: 759
2024-04-28T01:36:13.511Z - Humidity: 71%, Temperature: 24C, Analog output: 759
2024-04-28T01:36:23.548Z - Humidity: 71%, Temperature: 24C, Analog output: 754
2024-04-28T01:36:33.588Z - Humidity: 72%, Temperature: 23C, Analog output: 771
2024-04-28T01:36:43.627Z - Humidity: 72%, Temperature: 23C, Analog output: 778
2024-04-28T01:36:53.666Z - Humidity: 72%, Temperature: 24C, Analog output: 756
2024-04-28T01:37:03.708Z - Humidity: 71%, Temperature: 23C, Analog output: 754
2024-04-28T01:37:13.747Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:37:23.783Z - Humidity: 71%, Temperature: 24C, Analog output: 758
2024-04-28T01:37:33.823Z - Humidity: 71%, Temperature: 24C, Analog output: 770
2024-04-28T01:37:43.862Z - Humidity: 74%, Temperature: 23C, Analog output: 753
2024-04-28T01:37:53.900Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T01:38:03.939Z - Humidity: 71%, Temperature: 23C, Analog output: 764
2024-04-28T01:38:13.978Z - Humidity: 70%, Temperature: 23C, Analog output: 766
2024-04-28T01:38:24.020Z - Humidity: 73%, Temperature: 23C, Analog output: 775
2024-04-28T01:38:34.060Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T01:38:44.098Z - Humidity: 71%, Temperature: 24C, Analog output: 781
2024-04-28T01:38:54.135Z - Humidity: 71%, Temperature: 23C, Analog output: 756
2024-04-28T01:39:04.175Z - Humidity: 72%, Temperature: 23C, Analog output: 780
2024-04-28T01:39:14.214Z - Humidity: 71%, Temperature: 23C, Analog output: 768
2024-04-28T01:39:24.253Z - Humidity: 73%, Temperature: 24C, Analog output: 767
2024-04-28T01:39:34.291Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-28T01:39:44.330Z - Humidity: 70%, Temperature: 23C, Analog output: 755
2024-04-28T01:39:54.373Z - Humidity: 70%, Temperature: 23C, Analog output: 757
2024-04-28T01:40:04.411Z - Humidity: 72%, Temperature: 23C, Analog output: 762
2024-04-28T01:40:14.450Z - Humidity: 71%, Temperature: 22C, Analog output: 777
2024-04-28T01:40:24.488Z - Humidity: 72%, Temperature: 23C, Analog output: 772
2024-04-28T01:40:34.527Z - Humidity: 72%, Temperature: 24C, Analog output: 777
2024-04-28T01:40:44.566Z - Humidity: 72%, Temperature: 24C, Analog output: 718
2024-04-28T01:40:54.605Z - Humidity: 72%, Temperature: 23C, Analog output: 759
2024-04-28T01:41:04.643Z - Humidity: 73%, Temperature: 24C, Analog output: 691
2024-04-28T01:41:14.682Z - Humidity: 73%, Temperature: 23C, Analog output: 799
2024-04-28T01:41:24.720Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T01:41:34.759Z - Humidity: 72%, Temperature: 24C, Analog output: 769
2024-04-28T01:41:42.528Z - Humidity: 73%, Temperature: 23C, Analog output: 777
2024-04-28T01:41:52.567Z - Humidity: 74%, Temperature: 24C, Analog output: 765
2024-04-28T01:42:02.605Z - Humidity: 68%, Temperature: 23C, Analog output: 761
2024-04-28T01:42:12.648Z - Humidity: 65%, Temperature: 23C, Analog output: 782
2024-04-28T01:42:22.687Z - Humidity: 66%, Temperature: 23C, Analog output: 772
2024-04-28T01:42:32.725Z - Humidity: 61%, Temperature: 24C, Analog output: 781
2024-04-28T01:42:42.764Z - Humidity: 60%, Temperature: 23C, Analog output: 789
2024-04-28T01:42:52.802Z - Humidity: 60%, Temperature: 24C, Analog output: 757
2024-04-28T01:43:02.841Z - Humidity: 54%, Temperature: 23C, Analog output: 767
2024-04-28T01:43:12.880Z - Humidity: 57%, Temperature: 23C, Analog output: 757
2024-04-28T01:43:22.918Z - Humidity: 54%, Temperature: 25C, Analog output: 754
2024-04-28T01:43:32.957Z - Humidity: 54%, Temperature: 24C, Analog output: 758
2024-04-28T01:43:42.999Z - Humidity: 53%, Temperature: 25C, Analog output: 755
2024-04-28T01:43:53.038Z - Humidity: 53%, Temperature: 24C, Analog output: 756
2024-04-28T01:44:03.077Z - Humidity: 52%, Temperature: 25C, Analog output: 758
2024-04-28T01:44:13.115Z - Humidity: 51%, Temperature: 25C, Analog output: 755
2024-04-28T01:44:23.154Z - Humidity: 50%, Temperature: 24C, Analog output: 757
2024-04-28T01:44:33.192Z - Humidity: 50%, Temperature: 25C, Analog output: 756
2024-04-28T01:44:43.231Z - Humidity: 52%, Temperature: 25C, Analog output: 758
2024-04-28T01:44:53.270Z - Humidity: 51%, Temperature: 24C, Analog output: 759
2024-04-28T01:45:03.308Z - Humidity: 50%, Temperature: 24C, Analog output: 801
2024-04-28T01:45:13.346Z - Humidity: 49%, Temperature: 25C, Analog output: 760
2024-04-28T01:45:23.388Z - Humidity: 53%, Temperature: 25C, Analog output: 763
2024-04-28T01:45:33.428Z - Humidity: 57%, Temperature: 24C, Analog output: 759
2024-04-28T01:45:43.467Z - Humidity: 60%, Temperature: 25C, Analog output: 767
2024-04-28T01:45:53.505Z - Humidity: 63%, Temperature: 25C, Analog output: 758
2024-04-28T01:46:03.544Z - Humidity: 64%, Temperature: 24C, Analog output: 759
2024-04-28T01:46:13.582Z - Humidity: 65%, Temperature: 24C, Analog output: 760
2024-04-28T01:46:23.619Z - Humidity: 66%, Temperature: 23C, Analog output: 760
2024-04-28T01:46:33.660Z - Humidity: 67%, Temperature: 23C, Analog output: 724
2024-04-28T01:46:43.699Z - Humidity: 68%, Temperature: 24C, Analog output: 784
2024-04-28T01:46:53.737Z - Humidity: 69%, Temperature: 24C, Analog output: 784
2024-04-28T01:47:03.780Z - Humidity: 69%, Temperature: 24C, Analog output: 803
2024-04-28T01:47:13.819Z - Humidity: 70%, Temperature: 23C, Analog output: 687
2024-04-28T01:47:23.856Z - Humidity: 70%, Temperature: 24C, Analog output: 792
2024-04-28T01:47:33.895Z - Humidity: 71%, Temperature: 24C, Analog output: 760
2024-04-28T01:47:43.934Z - Humidity: 71%, Temperature: 24C, Analog output: 768
2024-04-28T01:47:53.973Z - Humidity: 71%, Temperature: 24C, Analog output: 794
2024-04-28T01:48:04.011Z - Humidity: 71%, Temperature: 24C, Analog output: 759
2024-04-28T01:48:14.050Z - Humidity: 72%, Temperature: 24C, Analog output: 778
2024-04-28T01:48:24.087Z - Humidity: 72%, Temperature: 23C, Analog output: 761
2024-04-28T01:48:34.127Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T01:48:44.166Z - Humidity: 72%, Temperature: 24C, Analog output: 796
2024-04-28T01:48:54.207Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T01:49:04.247Z - Humidity: 72%, Temperature: 23C, Analog output: 786
2024-04-28T01:49:14.285Z - Humidity: 72%, Temperature: 23C, Analog output: 759
2024-04-28T01:49:24.324Z - Humidity: 72%, Temperature: 23C, Analog output: 759
2024-04-28T01:49:34.363Z - Humidity: 72%, Temperature: 23C, Analog output: 760
2024-04-28T01:49:44.402Z - Humidity: 73%, Temperature: 23C, Analog output: 761
2024-04-28T01:49:54.440Z - Humidity: 73%, Temperature: 23C, Analog output: 771
2024-04-28T01:50:04.479Z - Humidity: 74%, Temperature: 23C, Analog output: 759
2024-04-28T01:50:14.518Z - Humidity: 74%, Temperature: 22C, Analog output: 760
2024-04-28T01:50:24.557Z - Humidity: 74%, Temperature: 22C, Analog output: 759
2024-04-28T01:50:34.599Z - Humidity: 74%, Temperature: 23C, Analog output: 780
2024-04-28T01:50:44.637Z - Humidity: 74%, Temperature: 23C, Analog output: 774
2024-04-28T01:50:54.675Z - Humidity: 74%, Temperature: 23C, Analog output: 771
2024-04-28T01:51:04.713Z - Humidity: 74%, Temperature: 23C, Analog output: 796
2024-04-28T01:51:14.752Z - Humidity: 75%, Temperature: 23C, Analog output: 760
2024-04-28T01:51:24.791Z - Humidity: 75%, Temperature: 24C, Analog output: 759
2024-04-28T01:51:34.829Z - Humidity: 75%, Temperature: 23C, Analog output: 760
2024-04-28T01:51:44.868Z - Humidity: 75%, Temperature: 23C, Analog output: 759
2024-04-28T01:51:54.911Z - Humidity: 76%, Temperature: 23C, Analog output: 793
2024-04-28T01:52:04.949Z - Humidity: 76%, Temperature: 23C, Analog output: 761
2024-04-28T01:52:14.988Z - Humidity: 76%, Temperature: 23C, Analog output: 711
2024-04-28T01:52:25.026Z - Humidity: 75%, Temperature: 23C, Analog output: 775
2024-04-28T01:52:35.065Z - Humidity: 75%, Temperature: 22C, Analog output: 759
2024-04-28T01:52:45.103Z - Humidity: 75%, Temperature: 22C, Analog output: 798
2024-04-28T01:52:55.142Z - Humidity: 75%, Temperature: 23C, Analog output: 759
2024-04-28T01:53:05.180Z - Humidity: 75%, Temperature: 22C, Analog output: 764
2024-04-28T01:53:15.223Z - Humidity: 76%, Temperature: 22C, Analog output: 765
2024-04-28T01:53:25.262Z - Humidity: 75%, Temperature: 23C, Analog output: 759
2024-04-28T01:53:35.301Z - Humidity: 75%, Temperature: 23C, Analog output: 761
2024-04-28T01:53:45.340Z - Humidity: 75%, Temperature: 22C, Analog output: 795
2024-04-28T01:53:55.378Z - Humidity: 75%, Temperature: 23C, Analog output: 709
2024-04-28T01:54:05.417Z - Humidity: 76%, Temperature: 22C, Analog output: 759
2024-04-28T01:54:15.455Z - Humidity: 76%, Temperature: 23C, Analog output: 764
2024-04-28T01:54:25.494Z - Humidity: 76%, Temperature: 23C, Analog output: 793
2024-04-28T01:54:35.537Z - Humidity: 77%, Temperature: 22C, Analog output: 797
2024-04-28T01:54:45.575Z - Humidity: 78%, Temperature: 22C, Analog output: 759
2024-04-28T01:54:55.614Z - Humidity: 78%, Temperature: 24C, Analog output: 759
2024-04-28T01:55:05.652Z - Humidity: 78%, Temperature: 22C, Analog output: 759
2024-04-28T01:55:15.691Z - Humidity: 78%, Temperature: 23C, Analog output: 761
2024-04-28T01:55:25.730Z - Humidity: 78%, Temperature: 22C, Analog output: 761
